title,number,year,auther,experiment,NPs_type,Method,Crop,  NPs_size,Size_class,Concentration,Concentration_class,Performance_class,Performance,n1,mean1,sd1,n2,mean2,sd2,lnRR,vi
"Cerium oxide nanoparticles alleviates stress in wheat grown on Cd 
contaminated alkaline soil",70,2023,Muhammad Ashar Ayub,Pot,Ce,Soil,Wheat,20,ClassA,200,ClassD,hundreds grams,Yield,3,2.743494424,0.594795539,3,3.107806691,0.910780669,0.124684788,0.044296211
"Cerium oxide nanoparticles alleviates stress in wheat grown on Cd 
contaminated alkaline soil",70,2023,Muhammad Ashar Ayub,Pot,Ce,Soil,Wheat,20,ClassA,400,ClassE,hundreds grams,Yield,3,2.743494424,0.594795539,3,3.24535316,0.918215613,0.167991731,0.042351311
"Cerium oxide nanoparticles alleviates stress in wheat grown on Cd 
contaminated alkaline soil",70,2023,Muhammad Ashar Ayub,Pot,Ce,Soil,Wheat,20,ClassA,600,ClassE,hundreds grams,Yield,3,2.743494424,0.594795539,3,3.394052045,0.635687732,0.212792056,0.02736082
"Cerium oxide nanoparticles alleviates stress in wheat grown on Cd 
contaminated alkaline soil",70,2023,Muhammad Ashar Ayub,Pot,Ce,Soil,Wheat,20,ClassA,1000,ClassF,hundreds grams,Yield,3,2.743494424,0.594795539,3,3.591078067,0.442379182,0.26922001,0.020726188
"Cerium oxide nanoparticles alleviates stress in wheat grown on Cd 
contaminated alkaline soil",70,2023,Muhammad Ashar Ayub,Pot,Ce,Soil,Wheat,20,ClassA,200,ClassD,grain yield/plant,Yield,3,6.15,1.025,3,7.6,1.2,0.211696165,0.017569509
"Cerium oxide nanoparticles alleviates stress in wheat grown on Cd 
contaminated alkaline soil",70,2023,Muhammad Ashar Ayub,Pot,Ce,Soil,Wheat,20,ClassA,400,ClassE,grain yield/plant,Yield,3,6.15,1.025,3,9.25,2.35,0.40817147,0.030773747
"Cerium oxide nanoparticles alleviates stress in wheat grown on Cd 
contaminated alkaline soil",70,2023,Muhammad Ashar Ayub,Pot,Ce,Soil,Wheat,20,ClassA,600,ClassE,grain yield/plant,Yield,3,6.15,1.025,3,9.475,2.525,0.432204669,0.032931702
"Cerium oxide nanoparticles alleviates stress in wheat grown on Cd 
contaminated alkaline soil",70,2023,Muhammad Ashar Ayub,Pot,Ce,Soil,Wheat,20,ClassA,1000,ClassF,grain yield/plant,Yield,3,6.15,1.025,3,9.325,0.725,0.416246884,0.011274176
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,60,ClassC,plant height,Growth,5,69.73,24.3,5,71.04,21.3,0.018612457,0.042268376
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,120,ClassD,plant height,Growth,5,69.73,24.3,5,75.36,20.65,0.077645989,0.039305819
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,60,ClassC,plant height,Growth,5,99.39,23.8,5,105.08,28.8,0.05567046,0.026491915
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,120,ClassD,plant height,Growth,5,99.39,23.8,5,104.86,27.05,0.053574622,0.024777268
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,60,ClassC,plant height,Growth,5,93.11,26.5,5,96.1,25.85,0.031607726,0.030671717
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,120,ClassD,plant height,Growth,5,93.11,26.5,5,90.24,25.85,-0.031308802,0.0326122
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,60,ClassC,chlorophyll,Photosynthetic Pigment,5,35.654,1.97,5,42.694,5.295,0.180197053,0.003686882
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,120,ClassD,chlorophyll,Photosynthetic Pigment,5,35.654,1.97,5,42.553,7.09,0.176889015,0.006162746
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,60,ClassC,chlorophyll,Photosynthetic Pigment,5,43.531,0.915,5,44.659,1.11,0.025582527,0.000211918
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,120,ClassD,chlorophyll,Photosynthetic Pigment,5,43.531,0.915,5,42.922,5.64,-0.014088813,0.003541616
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,60,ClassC,chlorophyll,Photosynthetic Pigment,5,40.284,4.475,5,42.501,8.68,0.053573237,0.010810051
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,120,ClassD,chlorophyll,Photosynthetic Pigment,5,40.284,4.475,5,43.1,9.885,0.067568629,0.012988349
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,60,ClassC,chl A,Photosynthetic Pigment,5,26.617,0.72,5,26.638,0.805,0.000788658,0.000328994
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,120,ClassD,chl A,Photosynthetic Pigment,5,26.617,0.72,5,26.647,0.87,0.001126465,0.000359537
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,60,ClassC,chl A,Photosynthetic Pigment,5,26.743,0.335,5,27.217,1.34,0.017569021,0.000516179
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,120,ClassD,chl A,Photosynthetic Pigment,5,26.743,0.335,5,26.356,1.65,-0.014576804,0.000815244
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,60,ClassC,chl A,Photosynthetic Pigment,5,25.938,0.57,5,25.596,3.04,-0.013272986,0.002917778
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,120,ClassD,chl A,Photosynthetic Pigment,5,25.938,0.57,5,25.617,3.12,-0.012452881,0.003063346
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,60,ClassC,chl B,Photosynthetic Pigment,5,9.046,1.4,5,16.067,4.51,0.574444808,0.020548862
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,120,ClassD,chl B,Photosynthetic Pigment,5,9.046,1.4,5,15.918,6.24,0.565127873,0.035524631
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,60,ClassC,chl B,Photosynthetic Pigment,5,16.801,0.59,5,17.455,2.38,0.038187732,0.003964938
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,120,ClassD,chl B,Photosynthetic Pigment,5,16.801,0.59,5,16.578,4.015,-0.013361893,0.011977688
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,60,ClassC,chl B,Photosynthetic Pigment,5,14.357,5.015,5,16.917,5.655,0.164081405,0.046751577
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,120,ClassD,chl B,Photosynthetic Pigment,5,14.357,5.015,5,17.495,6.77,0.197677498,0.054351871
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,60,ClassC,hundreds grams,Yield,5,1.89,0.05,5,2.24,0.4,0.169899037,0.006517525
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,120,ClassD,hundreds grams,Yield,5,1.89,0.05,5,2.1,0.05,0.105360516,0.000253352
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,60,ClassC,hundreds grams,Yield,5,1.51,0.05,5,1.65,0.05,0.088665637,0.000402943
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,120,ClassD,hundreds grams,Yield,5,1.51,0.05,5,1.74,0.05,0.141775462,0.000384436
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,60,ClassC,hundreds grams,Yield,5,0.83,0.05,5,1.05,0.1,0.235119742,0.002539854
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31,ClassA,120,ClassD,hundreds grams,Yield,5,0.83,0.05,5,1.07,0.1,0.253988227,0.002472672
"Effects of Silicon and Zinc Nanoparticles on Growth, Yield, and Biochemical Characteristics of Rice",72,2019,Norollah Kheyri,Field,Si,Foliar,Rice,30,ClassA,50,ClassC,grains yield,Yield,4,3.969,0.7938,4,4.389,0.8778,0.100587237,0.02
"Effects of Silicon and Zinc Nanoparticles on Growth, Yield, and Biochemical Characteristics of Rice",72,2019,Norollah Kheyri,Field,Zn,Foliar,Rice,30,ClassA,50,ClassC,grains yield,Yield,4,3.887,0.7774,4,4.451,0.8902,0.135491138,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,P,Foliar,Rice,60,ClassB,1000,ClassF,thousands grams,Yield,4,26.33,5.266,4,24.33,4.866,-0.078998817,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,P,Foliar,Rice,60,ClassB,3000,ClassF,thousands grams,Yield,4,26.33,5.266,4,23,4.6,-0.135214758,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,P,Foliar,Rice,60,ClassB,5000,ClassF,thousands grams,Yield,4,26.33,5.266,4,23,4.6,-0.135214758,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,P,Foliar,Rice,60,ClassB,1000,ClassF,thousands grams,Yield,4,26,5.2,4,25,5,-0.039220713,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,P,Foliar,Rice,60,ClassB,3000,ClassF,thousands grams,Yield,4,26,5.2,4,23,4.6,-0.122602322,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,P,Foliar,Rice,60,ClassB,5000,ClassF,thousands grams,Yield,4,26,5.2,4,23,4.6,-0.122602322,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,Zn,Foliar,Rice,30,ClassA,25,ClassB,thousands grams,Yield,4,26.33,5.266,4,22.67,4.534,-0.149666509,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,Zn,Foliar,Rice,30,ClassA,50,ClassC,thousands grams,Yield,4,26.33,5.266,4,21.33,4.266,-0.210594441,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,Zn,Foliar,Rice,30,ClassA,100,ClassD,thousands grams,Yield,4,26.33,5.266,4,24.33,4.866,-0.078998817,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,Zn,Foliar,Rice,30,ClassA,25,ClassB,thousands grams,Yield,4,26,5.2,4,22.33,4.466,-0.152165472,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,Zn,Foliar,Rice,30,ClassA,50,ClassC,thousands grams,Yield,4,26,5.2,4,22.33,4.466,-0.152165472,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,Zn,Foliar,Rice,30,ClassA,100,ClassD,thousands grams,Yield,4,26,5.2,4,25,5,-0.039220713,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,Si,Foliar,Rice,30,ClassA,50,ClassC,thousands grams,Yield,4,26.33,5.266,4,23.33,4.666,-0.120968887,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,Si,Foliar,Rice,30,ClassA,100,ClassD,thousands grams,Yield,4,26.33,5.266,4,23.67,4.734,-0.10650055,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,Si,Foliar,Rice,30,ClassA,200,ClassD,thousands grams,Yield,4,26.33,5.266,4,22.67,4.534,-0.149666509,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,Si,Foliar,Rice,30,ClassA,50,ClassC,thousands grams,Yield,4,26,5.2,4,24,4.8,-0.080042708,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,Si,Foliar,Rice,30,ClassA,100,ClassD,thousands grams,Yield,4,26,5.2,4,24.33,4.866,-0.066386381,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,Si,Foliar,Rice,30,ClassA,200,ClassD,thousands grams,Yield,4,26,5.2,4,22,4.4,-0.167054085,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,P,Foliar,Rice,60,ClassB,1000,ClassF,grains yield,Yield,4,8.39,1.678,4,8.55,1.71,0.018890762,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,P,Foliar,Rice,60,ClassB,3000,ClassF,grains yield,Yield,4,8.39,1.678,4,8.99,1.798,0.069072328,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,P,Foliar,Rice,60,ClassB,5000,ClassF,grains yield,Yield,4,8.39,1.678,4,8.24,1.648,-0.018040177,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,P,Foliar,Rice,60,ClassB,1000,ClassF,grains yield,Yield,4,7.97,1.594,4,9.07,1.814,0.129287771,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,P,Foliar,Rice,60,ClassB,3000,ClassF,grains yield,Yield,4,7.97,1.594,4,9.46,1.892,0.17138789,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,P,Foliar,Rice,60,ClassB,5000,ClassF,grains yield,Yield,4,7.97,1.594,4,8.76,1.752,0.094511412,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,Zn,Foliar,Rice,30,ClassA,25,ClassB,grains yield,Yield,4,8.39,1.678,4,8.72,1.744,0.038578717,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,Zn,Foliar,Rice,30,ClassA,50,ClassC,grains yield,Yield,4,8.39,1.678,4,10.05,2.01,0.180532114,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,Zn,Foliar,Rice,30,ClassA,100,ClassD,grains yield,Yield,4,8.39,1.678,4,7.93,1.586,-0.056387485,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,Zn,Foliar,Rice,30,ClassA,25,ClassB,grains yield,Yield,4,7.97,1.594,4,8.56,1.712,0.071415697,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,Zn,Foliar,Rice,30,ClassA,50,ClassC,grains yield,Yield,4,7.97,1.594,4,9.57,1.914,0.182948713,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,Zn,Foliar,Rice,30,ClassA,100,ClassD,grains yield,Yield,4,7.97,1.594,4,8.18,1.636,0.026007658,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,Si,Foliar,Rice,30,ClassA,50,ClassC,grains yield,Yield,4,8.39,1.678,4,8.53,1.706,0.016548841,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,Si,Foliar,Rice,30,ClassA,100,ClassD,grains yield,Yield,4,8.39,1.678,4,8.73,1.746,0.039724849,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,Si,Foliar,Rice,30,ClassA,200,ClassD,grains yield,Yield,4,8.39,1.678,4,8.83,1.766,0.051114494,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,Si,Foliar,Rice,30,ClassA,50,ClassC,grains yield,Yield,4,7.97,1.594,4,8.37,1.674,0.048969392,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,Si,Foliar,Rice,30,ClassA,100,ClassD,grains yield,Yield,4,7.97,1.594,4,8.43,1.686,0.056112279,0.02
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar ,Field,Si,Foliar,Rice,30,ClassA,200,ClassD,grains yield,Yield,4,7.97,1.594,4,9.18,1.836,0.141342712,0.02
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,25,ClassB,plant height,Growth,3,133,19.95,3,132.3,19.845,-0.005277057,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,50,ClassC,plant height,Growth,3,133,19.95,3,151,22.65,0.126930709,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,75,ClassC,plant height,Growth,3,133,19.95,3,156,23.4,0.159506879,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,100,ClassD,plant height,Growth,3,133,19.95,3,168.3,25.245,0.235398973,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,25,ClassB,plant height,Growth,3,127.4,19.11,3,129.6,19.44,0.017121041,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,50,ClassC,plant height,Growth,3,127.4,19.11,3,143.8,21.57,0.121091702,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,75,ClassC,plant height,Growth,3,127.4,19.11,3,150.9,22.635,0.169285623,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,100,ClassD,plant height,Growth,3,127.4,19.11,3,165.8,24.87,0.2634505,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,25,ClassB,plant height,Growth,3,190.8,28.62,3,196.8,29.52,0.030962226,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,50,ClassC,plant height,Growth,3,190.8,28.62,3,217.7,32.655,0.131892209,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,75,ClassC,plant height,Growth,3,190.8,28.62,3,219.7,32.955,0.14103722,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,100,ClassD,plant height,Growth,3,190.8,28.62,3,220.7,33.105,0.145578554,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,25,ClassB,plant height,Growth,3,182.9,27.435,3,188.3,28.245,0.02909688,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,50,ClassC,plant height,Growth,3,182.9,27.435,3,208.8,31.32,0.132437301,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,75,ClassC,plant height,Growth,3,182.9,27.435,3,210.7,31.605,0.141495765,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,100,ClassD,plant height,Growth,3,182.9,27.435,3,213.6,32.04,0.155165552,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,25,ClassB,plant fresh weight,Biomass,3,309.3,46.395,3,316.8,47.52,0.02395898,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,50,ClassC,plant fresh weight,Biomass,3,309.3,46.395,3,464.5,69.675,0.406649879,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,75,ClassC,plant fresh weight,Biomass,3,309.3,46.395,3,418.4,62.76,0.302126233,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,100,ClassD,plant fresh weight,Biomass,3,309.3,46.395,3,388.5,58.275,0.22798149,0.015
