title,number,year,auther,experiment,NPs_type,Method,Crop,NPs_size,Size_class,Concentration,Concentration_class,Performance_class,Performance,n1,mean1,sd1,n2,mean2,sd2,lnRR,vi,Condition,pct_change,study_id,Stress_type,Stress_class
Foliar Spraying of Nano-Silicate and Nano-Zinc on Wheat Under Salt Stress Conditions Enhances Productivity and Reduces the Optimal Nitrogen Fertilizer Rate,35,2023,Ali M. Ali,Field,Zn,Foliar,Wheat,43.9,class B,100.0,ClassD,grains yield,Yield,3,2.33,0.3495,3,3.354,0.5031,0.364285396,0.015,Stress,43.94849787949742,35,Salt,Abiotic
Foliar Spraying of Nano-Silicate and Nano-Zinc on Wheat Under Salt Stress Conditions Enhances Productivity and Reduces the Optimal Nitrogen Fertilizer Rate,35,2023,Ali M. Ali,Field,Zn,Foliar,Wheat,43.9,class B,100.0,ClassD,grains yield,Yield,3,2.745,0.41175,3,4.059,0.60885,0.391155563,0.015,Stress,47.868852474503186,35,Salt,Abiotic
Foliar Spraying of Nano-Silicate and Nano-Zinc on Wheat Under Salt Stress Conditions Enhances Productivity and Reduces the Optimal Nitrogen Fertilizer Rate,35,2023,Ali M. Ali,Field,Zn,Foliar,Wheat,43.9,class B,100.0,ClassD,grains yield,Yield,3,2.814,0.4221,3,4.1,0.615,0.376380015,0.015,Stress,45.700071070573365,35,Salt,Abiotic
Foliar Spraying of Nano-Silicate and Nano-Zinc on Wheat Under Salt Stress Conditions Enhances Productivity and Reduces the Optimal Nitrogen Fertilizer Rate,35,2023,Ali M. Ali,Field,Si,Foliar,Wheat,48.9,class B,1000.0,ClassF,grains yield,Yield,3,0.741,0.11115,3,1.449,0.21735,0.670628317,0.015,Stress,95.54655869964388,35,Salt,Abiotic
Foliar Spraying of Nano-Silicate and Nano-Zinc on Wheat Under Salt Stress Conditions Enhances Productivity and Reduces the Optimal Nitrogen Fertilizer Rate,35,2023,Ali M. Ali,Field,Si,Foliar,Wheat,48.9,class B,1000.0,ClassF,grains yield,Yield,3,1.424,0.2136,3,2.522,0.3783,0.571582425,0.015,Stress,77.10674165221039,35,Salt,Abiotic
Foliar Spraying of Nano-Silicate and Nano-Zinc on Wheat Under Salt Stress Conditions Enhances Productivity and Reduces the Optimal Nitrogen Fertilizer Rate,35,2023,Ali M. Ali,Field,Si,Foliar,Wheat,48.9,class B,1000.0,ClassF,grains yield,Yield,3,1.956,0.2934,3,3.556,0.5334,0.597734746,0.015,Stress,81.79959099494889,35,Salt,Abiotic
Foliar Spraying of Nano-Silicate and Nano-Zinc on Wheat Under Salt Stress Conditions Enhances Productivity and Reduces the Optimal Nitrogen Fertilizer Rate,35,2023,Ali M. Ali,Field,Si,Foliar,Wheat,48.9,class B,1000.0,ClassF,grains yield,Yield,3,2.774,0.4161,3,4.641,0.69615,0.514639538,0.015,Stress,67.30353274331445,35,Salt,Abiotic
Foliar Spraying of Nano-Silicate and Nano-Zinc on Wheat Under Salt Stress Conditions Enhances Productivity and Reduces the Optimal Nitrogen Fertilizer Rate,35,2023,Ali M. Ali,Field,Si,Foliar,Wheat,48.9,class B,1000.0,ClassF,grains yield,Yield,3,3.155,0.47325,3,4.925,0.73875,0.445335779,0.015,Stress,56.101426365069315,35,Salt,Abiotic
Foliar Spraying of Nano-Silicate and Nano-Zinc on Wheat Under Salt Stress Conditions Enhances Productivity and Reduces the Optimal Nitrogen Fertilizer Rate,35,2023,Ali M. Ali,Field,Si,Foliar,Wheat,48.9,class B,1000.0,ClassF,grains yield,Yield,3,3.16,0.474,3,4.762,0.7143,0.41009572,0.015,Stress,50.696202461443704,35,Salt,Abiotic
Foliar Spraying of Nano-Silicate and Nano-Zinc on Wheat Under Salt Stress Conditions Enhances Productivity and Reduces the Optimal Nitrogen Fertilizer Rate,35,2023,Ali M. Ali,Field,Si,Foliar,Wheat,48.9,class B,1000.0,ClassF,grains yield,Yield,3,0.608,0.0912,3,1.304,0.1956,0.763016861,0.015,Stress,114.47368431338121,35,Salt,Abiotic
Foliar Spraying of Nano-Silicate and Nano-Zinc on Wheat Under Salt Stress Conditions Enhances Productivity and Reduces the Optimal Nitrogen Fertilizer Rate,35,2023,Ali M. Ali,Field,Si,Foliar,Wheat,48.9,class B,1000.0,ClassF,grains yield,Yield,3,1.21,0.1815,3,2.396,0.3594,0.683180321,0.015,Stress,98.0165289960042,35,Salt,Abiotic
Foliar Spraying of Nano-Silicate and Nano-Zinc on Wheat Under Salt Stress Conditions Enhances Productivity and Reduces the Optimal Nitrogen Fertilizer Rate,35,2023,Ali M. Ali,Field,Si,Foliar,Wheat,48.9,class B,1000.0,ClassF,grains yield,Yield,3,1.702,0.2553,3,3.2,0.48,0.63134678,0.015,Stress,88.01410112253846,35,Salt,Abiotic
Foliar Spraying of Nano-Silicate and Nano-Zinc on Wheat Under Salt Stress Conditions Enhances Productivity and Reduces the Optimal Nitrogen Fertilizer Rate,35,2023,Ali M. Ali,Field,Si,Foliar,Wheat,48.9,class B,1000.0,ClassF,grains yield,Yield,3,2.33,0.3495,3,3.898,0.5847,0.514595334,0.015,Stress,67.29613742140567,35,Salt,Abiotic
Foliar Spraying of Nano-Silicate and Nano-Zinc on Wheat Under Salt Stress Conditions Enhances Productivity and Reduces the Optimal Nitrogen Fertilizer Rate,35,2023,Ali M. Ali,Field,Si,Foliar,Wheat,48.9,class B,1000.0,ClassF,grains yield,Yield,3,2.745,0.41175,3,4.334,0.6501,0.456709828,0.015,Stress,57.88706737115896,35,Salt,Abiotic
Foliar Spraying of Nano-Silicate and Nano-Zinc on Wheat Under Salt Stress Conditions Enhances Productivity and Reduces the Optimal Nitrogen Fertilizer Rate,35,2023,Ali M. Ali,Field,Si,Foliar,Wheat,48.9,class B,1000.0,ClassF,grains yield,Yield,3,2.814,0.4221,3,4.352,0.6528,0.436028551,0.015,Stress,54.6552949752308,35,Salt,Abiotic
Effectiveness of nanomaterials and their counterparts in improving rice growth and yield under arsenic contamination,36,2024,Xiufen Li,Pot,Zn,Soil,Rice,137.0,class C,100.0,ClassD,thousands grams,Yield,4,21.91780822,3.493150685,4,20.97729579,1.268391679,-0.043858767,0.007264101,Stress,-4.291087950416261,36,Heavy_Metal,Abiotic
Effectiveness of nanomaterials and their counterparts in improving rice growth and yield under arsenic contamination,36,2024,Xiufen Li,Pot,Cu,Soil,Rice,22.0,class B,100.0,ClassD,thousands grams,Yield,4,21.91780822,3.493150685,4,18.87652207,1.942224759,-0.149380536,0.008996739,Stress,-13.875868079276266,36,Heavy_Metal,Abiotic
Effectiveness of nanomaterials and their counterparts in improving rice growth and yield under arsenic contamination,36,2024,Xiufen Li,Pot,Si,Soil,Rice,30.0,class B,500.0,ClassE,thousands grams,Yield,4,21.91780822,3.493150685,4,20.58092339,1.942224759,-0.062934869,0.008576529,Stress,-6.099536999191746,36,Heavy_Metal,Abiotic
Effectiveness of nanomaterials and their counterparts in improving rice growth and yield under arsenic contamination,36,2024,Xiufen Li,Pot,Zn,Soil,Rice,137.0,class C,100.0,ClassD,grain yield/plant,Yield,4,0.835978836,0.814814815,4,3.714285714,1.439153439,1.491338371,0.275034166,Stress,344.30379746886797,36,Heavy_Metal,Abiotic
Effectiveness of nanomaterials and their counterparts in improving rice growth and yield under arsenic contamination,36,2024,Xiufen Li,Pot,Cu,Soil,Rice,22.0,class B,100.0,ClassD,grain yield/plant,Yield,4,0.835978836,0.814814815,4,2.962962963,1.841269841,1.265341751,0.33404537,Stress,254.43037985237487,36,Heavy_Metal,Abiotic
Effectiveness of nanomaterials and their counterparts in improving rice growth and yield under arsenic contamination,36,2024,Xiufen Li,Pot,Si,Soil,Rice,30.0,class B,500.0,ClassE,grain yield/plant,Yield,4,0.835978836,0.814814815,4,1.407407407,0.835978836,0.520901275,0.325706537,Stress,68.35443025268432,36,Heavy_Metal,Abiotic
"Evaluation of efficacy of Phyto-synthesized iron
oxide nanoparticles in contributing drought
resilience in wheat",37,2022,Amardeep Singh,Field,Fe,Foliar,Wheat,42.6,class B,12.5,ClassA,grain yield/plant,Yield,3,8.50678733,0.633484163,3,9.864253394,0.633484163,0.1480531,0.003223243,Stress,15.957446813248687,37,Drought,Abiotic
"Evaluation of efficacy of Phyto-synthesized iron
oxide nanoparticles in contributing drought
resilience in wheat",37,2022,Amardeep Singh,Field,Fe,Foliar,Wheat,42.6,class B,25.0,ClassB,grain yield/plant,Yield,3,8.50678733,0.633484163,3,10.85972851,0.814479638,0.244196961,0.003723499,Stress,27.659574530377597,37,Drought,Abiotic
"Evaluation of efficacy of Phyto-synthesized iron
oxide nanoparticles in contributing drought
resilience in wheat",37,2022,Amardeep Singh,Field,Fe,Foliar,Wheat,42.6,class B,50.0,ClassC,grain yield/plant,Yield,3,8.50678733,0.633484163,3,12.12669683,1.719457014,0.354545018,0.008550065,Stress,42.553191534849354,37,Drought,Abiotic
"Evaluation of efficacy of Phyto-synthesized iron
oxide nanoparticles in contributing drought
resilience in wheat",37,2022,Amardeep Singh,Field,Fe,Foliar,Wheat,42.6,class B,75.0,ClassC,grain yield/plant,Yield,3,8.50678733,0.633484163,3,13.93665158,2.352941176,0.49365782,0.01134982,Stress,63.829787210512464,37,Drought,Abiotic
"Evaluation of efficacy of Phyto-synthesized iron
oxide nanoparticles in contributing drought
resilience in wheat",37,2022,Amardeep Singh,Field,Fe,Foliar,Wheat,42.6,class B,100.0,ClassD,grain yield/plant,Yield,3,8.50678733,0.633484163,3,16.01809955,1.628959276,0.63285495,0.005295784,Stress,88.29787228321588,37,Drought,Abiotic
"Evaluation of efficacy of Phyto-synthesized iron
oxide nanoparticles in contributing drought
resilience in wheat",37,2022,Amardeep Singh,Field,Fe,Foliar,Wheat,42.6,class B,12.5,ClassA,thousands grams,Yield,3,34.2081448,5.158371041,3,34.75113122,4.79638009,0.015748357,0.013929492,Stress,1.587301590538237,37,Drought,Abiotic
"Evaluation of efficacy of Phyto-synthesized iron
oxide nanoparticles in contributing drought
resilience in wheat",37,2022,Amardeep Singh,Field,Fe,Foliar,Wheat,42.6,class B,25.0,ClassB,thousands grams,Yield,3,34.2081448,5.158371041,3,37.1040724,1.628959276,0.081262964,0.00822205,Stress,8.465608457065077,37,Drought,Abiotic
"Evaluation of efficacy of Phyto-synthesized iron
oxide nanoparticles in contributing drought
resilience in wheat",37,2022,Amardeep Singh,Field,Fe,Foliar,Wheat,42.6,class B,50.0,ClassC,thousands grams,Yield,3,34.2081448,5.158371041,3,37.73755656,1.900452489,0.098192026,0.008424942,Stress,10.317460297689918,37,Drought,Abiotic
"Evaluation of efficacy of Phyto-synthesized iron
oxide nanoparticles in contributing drought
resilience in wheat",37,2022,Amardeep Singh,Field,Fe,Foliar,Wheat,42.6,class B,75.0,ClassC,thousands grams,Yield,3,34.2081448,5.158371041,3,37.73755656,1.628959276,0.098192026,0.008200661,Stress,10.317460297689918,37,Drought,Abiotic
"Evaluation of efficacy of Phyto-synthesized iron
oxide nanoparticles in contributing drought
resilience in wheat",37,2022,Amardeep Singh,Field,Fe,Foliar,Wheat,42.6,class B,100.0,ClassD,thousands grams,Yield,3,34.2081448,5.158371041,3,39.18552036,1.719457014,0.135843532,0.00822139,Stress,14.550264506403,37,Drought,Abiotic
"Evaluation of efficacy of Phyto-synthesized iron
oxide nanoparticles in contributing drought
resilience in wheat",37,2022,Amardeep Singh,Field,Fe,Foliar,Wheat,42.6,class B,12.5,ClassA,grain yield/plant,Yield,3,9.051094891,1.167883212,3,17.95620438,1.313868613,0.68504997,0.007334427,Stress,98.38709670925631,37,Drought,Abiotic
"Evaluation of efficacy of Phyto-synthesized iron
oxide nanoparticles in contributing drought
resilience in wheat",37,2022,Amardeep Singh,Field,Fe,Foliar,Wheat,42.6,class B,25.0,ClassB,grain yield/plant,Yield,3,9.051094891,1.167883212,3,15.47445255,1.532846715,0.536304709,0.008820511,Stress,70.9677419240332,37,Drought,Abiotic
"Evaluation of efficacy of Phyto-synthesized iron
oxide nanoparticles in contributing drought
resilience in wheat",37,2022,Amardeep Singh,Field,Fe,Foliar,Wheat,42.6,class B,50.0,ClassC,grain yield/plant,Yield,3,9.051094891,1.167883212,3,13.94160584,0.656934307,0.431991862,0.006289886,Stress,54.032257996496554,37,Drought,Abiotic
"Evaluation of efficacy of Phyto-synthesized iron
oxide nanoparticles in contributing drought
resilience in wheat",37,2022,Amardeep Singh,Field,Fe,Foliar,Wheat,42.6,class B,75.0,ClassC,grain yield/plant,Yield,3,9.051094891,1.167883212,3,12.40875912,1.167883212,0.315516871,0.008502485,Stress,37.096774132509495,37,Drought,Abiotic
"Evaluation of efficacy of Phyto-synthesized iron
oxide nanoparticles in contributing drought
resilience in wheat",37,2022,Amardeep Singh,Field,Fe,Foliar,Wheat,42.6,class B,100.0,ClassD,grain yield/plant,Yield,3,9.051094891,1.167883212,3,11.89781022,1.459854015,0.273468635,0.010568154,Stress,31.45161287670868,37,Drought,Abiotic
"Evaluation of efficacy of Phyto-synthesized iron
oxide nanoparticles in contributing drought
resilience in wheat",37,2022,Amardeep Singh,Field,Fe,Foliar,Wheat,42.6,class B,12.5,ClassA,thousands grams,Yield,3,36.27737226,0.802919708,3,37.95620438,0.875912409,0.045238786,0.000340802,Stress,4.627766654124943,37,Drought,Abiotic
"Evaluation of efficacy of Phyto-synthesized iron
oxide nanoparticles in contributing drought
resilience in wheat",37,2022,Amardeep Singh,Field,Fe,Foliar,Wheat,42.6,class B,25.0,ClassB,thousands grams,Yield,3,36.27737226,0.802919708,3,38.83211679,1.683221168,0.068053463,0.000789582,Stress,7.042253494899731,37,Drought,Abiotic
"Evaluation of efficacy of Phyto-synthesized iron
oxide nanoparticles in contributing drought
resilience in wheat",37,2022,Amardeep Singh,Field,Fe,Foliar,Wheat,42.6,class B,50.0,ClassC,thousands grams,Yield,3,36.27737226,0.802919708,3,40.87591241,1.673211679,0.119346758,0.000721816,Stress,12.676056379429168,37,Drought,Abiotic
"Evaluation of efficacy of Phyto-synthesized iron
oxide nanoparticles in contributing drought
resilience in wheat",37,2022,Amardeep Singh,Field,Fe,Foliar,Wheat,42.6,class B,75.0,ClassC,thousands grams,Yield,3,36.27737226,0.802919708,3,41.27737226,0.948905109,0.129120269,0.000339444,Stress,13.782696124773942,37,Drought,Abiotic
"Evaluation of efficacy of Phyto-synthesized iron
oxide nanoparticles in contributing drought
resilience in wheat",37,2022,Amardeep Singh,Field,Fe,Foliar,Wheat,42.6,class B,100.0,ClassD,thousands grams,Yield,3,36.27737226,0.802919708,3,45.47445255,1.02189781,0.225956493,0.000331616,Stress,25.352112714812147,37,Drought,Abiotic
